player_id,match_id,region,device,ping,score,kills,deaths,match_duration_seconds
P0662,M0747,Europe,PC,76,2687,14,5,468
P0348,M2335,India,PC,76,1532,5,20,445
P0871,M0893,North America,iOS,89,1422,10,7,392
P0099,M1133,India,PC,97,2705,15,10,391
P1045,M0490,India,PC,40,1856,11,18,588
P0455,M0475,Europe,PC,35,1258,6,0,434
P0647,M2143,SEA,Android,92,2713,15,15,579
P0659,M2208,Latin America,Android,100,2580,15,3,393
P0401,M1485,Europe,Android,54,3168,19,7,483
P0737,M2925,India,iOS,111,1880,13,13,471
P1004,M0766,North America,PC,42,2150,14,7,502
P0317,M0352,Latin America,iOS,37,1996,12,11,634
P0635,M0579,India,iOS,52,4776,31,5,431
P0679,M2894,Europe,PC,67,2592,18,14,402
P0414,M2534,India,Android,125,660,2,3,510
P0866,M1343,SEA,iOS,142,1894,9,11,518
P0349,M2654,North America,Android,26,1691,7,2,537
P1188,M0290,Europe,iOS,151,1723,11,9,335
P0786,M1989,SEA,PC,85,1729,12,17,302
P1137,M1773,Europe,iOS,96,219,2,1,380
P0956,M1076,India,Android,57,2345,14,8,500
P0125,M0425,India,iOS,50,2298,13,2,399
P0131,M1294,SEA,iOS,162,2065,12,4,653
P0680,M2343,Europe,iOS,40,1993,9,9,454
P1059,M1350,India,Android,75,605,1,0,505
P0628,M1008,India,iOS,141,1985,10,18,457
P0003,M1837,Europe,iOS,114,2898,17,0,453
P0634,M1019,Europe,Android,71,1265,8,2,357
P0973,M1588,North America,PC,127,968,6,9,576
P0618,M2275,Europe,Android,75,383,0,3,489
P0175,M1465,North America,Android,106,2173,14,4,564
P1175,M0728,Latin America,PC,127,2632,15,2,627
P0290,M0048,Latin America,Android,23,1394,7,8,446
P1080,M0901,Europe,iOS,115,1521,7,4,407
P0229,M0971,Europe,iOS,96,1718,9,11,312
P0225,M1629,SEA,Android,69,2583,15,5,489
P1152,M1830,Europe,PC,122,284,0,4,446
P0612,M1274,SEA,iOS,166,2337,14,2,402
P0160,M0035,India,iOS,94,2095,12,6,351
P0922,M1110,Latin America,iOS,85,1637,11,15,358
P0442,M1967,Europe,Android,97,2919,16,14,387
P1173,M0444,India,PC,29,1850,10,7,397
P0604,M0117,Europe,iOS,95,1720,12,6,469
P0636,M0322,North America,Android,47,3746,23,17,384
P0245,M0259,North America,Android,91,2479,15,5,422
P1090,M1680,North America,Android,40,689,4,9,489
P0605,M1858,Europe,Android,98,224,0,7,449
P0277,M2669,North America,Android,71,765,2,6,557
P0289,M0195,Latin America,PC,30,3075,20,19,343
P0382,M0128,India,iOS,55,884,6,6,369
P0585,M2025,North America,iOS,85,2525,15,4,241
P0949,M2352,North America,Android,127,2548,15,17,484
P0724,M0240,North America,iOS,69,1781,10,1,379
P0781,M0694,Europe,Android,60,2050,11,15,488
P0513,M1134,North America,iOS,44,1285,6,8,424
P0865,M0421,India,Android,112,3271,19,2,462
P0804,M0042,India,PC,27,1279,5,1,312
P0292,M1202,North America,PC,69,2496,15,5,455
P0575,M0970,SEA,Android,105,2425,13,13,257
P1178,M2568,SEA,iOS,76,748,2,7,490
P0605,M1506,India,iOS,20,1727,11,3,483
P0976,M2062,India,iOS,46,1761,12,7,269
P0773,M0116,India,Android,82,1538,9,13,324
P0436,M2721,SEA,iOS,90,2635,17,10,287
P0772,M2842,SEA,iOS,127,3851,25,13,382
P0966,M1759,Latin America,iOS,63,2148,13,6,418
P0447,M0163,Latin America,PC,69,713,3,9,272
P0949,M1354,SEA,PC,142,1107,7,11,440
P0353,M1855,Europe,Android,133,1285,7,10,453
P0912,M1127,Latin America,iOS,102,3416,22,13,312
P0096,M2233,North America,iOS,80,2385,12,16,530
P1015,M0342,India,PC,105,1791,10,0,402
P0534,M2342,North America,Android,127,2753,19,6,260
P0361,M0695,India,PC,45,1397,9,14,327
P1045,M0784,North America,Android,58,40,0,12,309
P0183,M2999,India,iOS,45,1501,11,9,448
P1055,M2432,India,iOS,104,2604,16,0,439
P0835,M1305,Europe,Android,38,2247,14,8,420
P0152,M1618,India,Android,53,2622,17,4,466
P0617,M1074,North America,Android,130,573,3,6,351
P1085,M1709,SEA,iOS,78,1489,8,10,411
P0466,M0191,North America,PC,73,1728,11,0,333
P0643,M1512,SEA,iOS,68,2968,17,6,366
P0987,M0779,Latin America,Android,116,1651,7,8,438
P0199,M0275,Latin America,iOS,128,2184,14,5,437
P1052,M0510,North America,Android,48,2292,15,6,378
P0276,M1034,Europe,iOS,72,266,0,11,490
P0292,M0036,India,iOS,75,1165,6,14,384
P0749,M1287,India,PC,70,1112,5,0,481
P0838,M0449,Latin America,Android,97,2604,16,4,546
P0935,M2400,India,Android,101,2625,15,8,589
P0287,M2575,India,iOS,32,1221,9,11,383
P0122,M0636,SEA,Android,98,1720,8,12,550
P0989,M2254,Europe,Android,103,1871,12,7,329
P0314,M0417,North America,Android,53,813,3,9,485
P0223,M1620,SEA,iOS,120,2383,16,7,310
P0477,M0966,SEA,Android,82,3213,21,0,524
P1118,M0331,India,iOS,65,713,4,8,452
P0595,M2103,India,iOS,20,1668,9,8,495
P0279,M0692,North America,iOS,107,828,4,6,401
P0172,M2453,India,iOS,120,2042,12,16,442
P0964,M0980,SEA,iOS,101,2217,13,0,432
P0097,M0203,Europe,Android,118,2246,13,7,420
P1020,M0771,North America,Android,125,1047,3,11,409
P0835,M0168,Latin America,Android,158,1494,10,16,373
P0655,M1316,North America,Android,43,2331,13,4,493
P0418,M0951,SEA,PC,116,1083,6,6,504
P0240,M1469,Latin America,Android,73,1829,10,5,384
P0489,M1630,North America,iOS,66,2354,13,8,413
P1050,M0729,North America,Android,24,1819,11,5,577
P0871,M0625,North America,Android,58,829,4,11,343
P0105,M0119,North America,iOS,99,318,0,7,537
P0563,M1286,Europe,Android,84,2154,13,11,367
P0103,M1141,North America,Android,76,2207,13,8,477
P0639,M1494,North America,Android,102,2425,14,7,362
P0824,M1479,Europe,PC,113,852,0,16,479
P0097,M1862,India,Android,66,2230,15,3,411
P1060,M2420,North America,iOS,89,557,3,0,411
P0689,M2969,Europe,iOS,111,825,4,9,369
P0054,M0464,SEA,PC,47,3600,22,8,505
P0248,M2425,North America,PC,98,2090,11,9,466
P0423,M1149,India,Android,122,1689,9,0,375
P1190,M1592,Europe,Android,48,1817,11,4,389
P1174,M2946,North America,iOS,102,1383,8,13,422
P0120,M1220,Latin America,PC,136,3189,18,9,506
P0980,M0261,North America,PC,20,200,0,0,504
P0767,M1176,North America,iOS,77,1603,10,0,416
P1168,M0076,North America,iOS,86,1565,8,1,591
P0834,M0393,India,iOS,107,970,6,15,282
P0222,M2084,India,Android,30,808,0,4,446
P1040,M2319,North America,PC,20,1645,10,6,490
P1121,M1801,India,iOS,81,2194,13,6,422
P0275,M1788,Europe,iOS,96,2505,14,4,502
P0057,M2760,Latin America,Android,86,674,0,16,530
P0086,M0799,SEA,iOS,82,943,1,0,405
P0341,M2279,North America,PC,96,1578,10,7,395
P1181,M2306,North America,Android,20,1269,8,15,406
P1071,M2354,Europe,Android,23,2055,9,1,490
P0181,M1925,SEA,iOS,64,2536,14,7,368
P0217,M2175,SEA,Android,104,959,3,4,274
P0049,M1182,Europe,Android,78,1883,12,8,374
P0317,M0456,India,iOS,140,2356,13,16,445
P1004,M1842,Europe,iOS,94,2838,18,2,401
P0817,M0778,North America,Android,133,2918,19,8,506
P0168,M2435,Latin America,iOS,90,2201,14,0,539
P0440,M1248,SEA,Android,71,721,2,12,406
P0621,M1715,North America,Android,66,2831,17,0,432
P0427,M1776,Latin America,iOS,50,2031,14,10,259
P0557,M1361,India,Android,71,1990,11,2,483
P0040,M0274,Latin America,PC,31,2233,13,4,455
P0783,M0345,India,iOS,51,852,3,6,289
P0266,M2657,Europe,iOS,132,794,1,4,441
P0764,M2540,India,iOS,106,1344,8,20,344
P0120,M0460,India,Android,124,1097,9,1,453
P0256,M1787,Europe,Android,49,2153,14,13,453
P0182,M1069,SEA,Android,117,2600,15,12,430
P0665,M0264,SEA,Android,47,1075,2,0,526
P1128,M2301,North America,PC,105,2102,11,2,506
P0328,M1466,North America,Android,78,1360,6,11,502
P0759,M1596,Europe,Android,63,551,1,0,594
P1128,M2364,North America,iOS,97,2000,12,11,309
P0153,M1373,Europe,PC,73,1859,13,12,458
P0341,M2549,Latin America,iOS,129,1005,5,10,398
P0702,M2604,Europe,Android,55,1876,11,5,566
P1110,M0006,North America,iOS,88,1854,11,11,384
P0974,M2844,SEA,PC,132,1876,11,3,460
P0449,M1416,North America,Android,93,1814,10,9,362
P0764,M1067,SEA,PC,112,521,2,0,375
P0061,M1291,India,Android,96,1141,5,4,508
P0786,M1580,North America,PC,94,1140,7,5,306
P0836,M1629,SEA,iOS,52,1523,12,12,334
P0194,M0436,SEA,iOS,108,1217,9,4,503
P0871,M0349,SEA,iOS,90,2472,15,7,332
P0568,M1522,North America,Android,41,805,4,0,378
P0311,M0504,SEA,Android,105,2420,12,7,484
P0352,M0137,Latin America,iOS,121,1034,3,12,436
P0293,M1770,Latin America,iOS,98,1494,8,0,447
P0765,M0383,India,Android,119,898,3,8,471
P0193,M2489,Latin America,Android,20,2469,13,10,437
P1055,M0629,Europe,Android,93,1793,9,4,238
P0139,M2804,SEA,iOS,117,1446,8,11,475
P0618,M2172,North America,Android,87,2270,15,1,582
P1098,M1862,SEA,PC,40,2487,16,17,412
P0254,M2334,India,PC,80,734,4,8,488
P0042,M2741,India,iOS,87,383,0,6,388
P0035,M1919,SEA,PC,88,1108,5,0,411
P0007,M2884,India,Android,59,963,5,10,370
P0213,M0672,Europe,iOS,97,1756,8,9,436
P0165,M2417,India,Android,92,1410,7,0,434
P0856,M1587,India,PC,53,999,5,0,278
P0963,M0962,Latin America,Android,89,1713,13,12,355
P0465,M2163,India,PC,82,1567,8,1,660
P0550,M0688,SEA,Android,65,1361,8,3,451
P0291,M2188,India,Android,31,417,0,13,401
P0597,M2376,India,Android,129,1288,9,7,390
P0717,M0355,Europe,Android,75,2397,10,15,497
P0578,M1260,SEA,Android,42,1627,7,12,519
P1133,M2823,SEA,PC,103,1027,3,7,367
P0459,M1529,India,Android,66,4231,26,6,446
P0122,M2870,Europe,Android,86,2454,15,10,611
P0881,M1082,North America,Android,99,3027,19,15,405
P0790,M2790,SEA,Android,115,1692,9,0,381
P0713,M0752,North America,PC,51,609,6,15,308
P0529,M0357,Latin America,PC,85,2263,12,12,582
P0585,M0545,North America,iOS,88,1803,9,5,417
P0420,M0357,Europe,iOS,46,1234,5,4,324
P0825,M2446,North America,Android,20,2351,13,2,408
P0822,M0598,North America,iOS,114,2818,19,10,356
P0651,M0859,Latin America,PC,148,2002,14,4,223
P1194,M0500,North America,iOS,112,1800,8,6,450
P0121,M0121,SEA,iOS,106,2471,17,10,498
P0159,M1730,North America,PC,101,2433,14,2,314
P0556,M1832,North America,PC,124,1706,8,5,380
P0721,M2927,India,iOS,127,2155,12,15,357
P0333,M2733,India,PC,104,2168,11,12,439
P0439,M0897,North America,Android,97,2126,9,0,540
P0119,M0435,Europe,Android,58,2203,13,4,474
P0294,M2974,SEA,PC,40,1728,11,5,326
P0524,M2413,India,Android,93,2028,13,2,619
P0151,M2742,India,Android,43,725,3,4,261
P0282,M0026,India,Android,132,2730,18,9,449
P0744,M2433,Latin America,Android,62,1216,5,9,427
P0962,M0091,North America,Android,98,1902,12,7,298
P1076,M2337,SEA,Android,52,2016,13,8,368
P0192,M0864,India,Android,89,1556,8,12,490
P0035,M2576,Europe,iOS,56,1785,10,8,394
P0719,M1335,Europe,Android,20,899,5,8,366
P0962,M2805,Europe,iOS,27,1908,11,3,547
P0330,M1872,India,Android,70,1715,9,1,576
P0322,M1991,Latin America,iOS,116,2240,13,15,430
P1036,M0652,Latin America,Android,70,1196,7,13,310
P0634,M1578,Europe,Android,110,1879,10,13,493
P0654,M0599,SEA,Android,58,2747,19,8,200
P0822,M2510,India,Android,89,1603,8,5,375
P0275,M2045,Latin America,iOS,116,3404,20,12,338
P1034,M0869,Europe,PC,79,1152,9,5,470
P0049,M2041,SEA,iOS,65,1015,4,8,337
P0445,M1059,SEA,Android,30,51,0,9,296
P0165,M0724,North America,iOS,97,2575,15,3,504
P0701,M1020,North America,PC,103,2217,12,15,369
P0888,M1533,North America,Android,105,1183,5,10,353
P0826,M1793,North America,Android,76,974,5,11,416
P0222,M1231,North America,Android,31,1965,11,7,312
P0637,M2858,India,iOS,88,1243,6,12,412
P0014,M2217,India,iOS,87,658,1,7,367
P0725,M1997,Europe,Android,20,1915,11,2,425
P0385,M1298,North America,PC,90,2746,20,0,224
P0339,M0120,India,iOS,20,1168,7,6,356
P0988,M2255,North America,iOS,99,1162,6,14,317
P0637,M1293,India,Android,76,662,3,11,427
P0332,M1950,North America,Android,45,1024,6,12,458
P1038,M0677,SEA,Android,79,1863,9,14,568
P0370,M0045,Latin America,iOS,102,1961,11,20,438
P0058,M2421,India,Android,101,1290,7,10,413
P1183,M1485,Europe,iOS,84,3263,21,8,402
P0278,M2502,Europe,Android,120,2139,12,10,595
P0953,M0011,North America,iOS,24,2181,12,12,377
P0856,M1012,Europe,Android,96,402,0,7,491
P0223,M2429,North America,iOS,97,2780,16,6,462
P1107,M0706,Europe,iOS,69,1438,10,10,414
P0713,M0521,North America,iOS,72,1100,3,14,572
P0137,M2263,North America,Android,69,1225,7,6,372
P0598,M2946,India,iOS,61,1460,7,6,270
P0036,M0144,North America,iOS,65,3221,20,9,416
P1026,M0936,Europe,PC,96,422,2,8,391
P0651,M0389,Europe,Android,148,2411,16,3,469
P1109,M1127,India,Android,81,3377,20,9,437
P0232,M2479,India,PC,52,2682,17,8,437
P1178,M1635,SEA,iOS,105,1496,8,6,492
P0867,M0053,Latin America,iOS,81,1851,11,7,404
P0688,M0758,Europe,Android,41,1674,10,0,381
P0930,M1302,North America,iOS,136,2491,15,12,518
P0499,M1731,India,Android,140,1817,10,7,409
P0259,M1311,India,iOS,20,1382,7,10,521
P0765,M1014,SEA,Android,39,300,1,6,335
P0873,M1509,Latin America,iOS,42,434,0,5,409
P0319,M2027,Europe,PC,120,2268,14,3,419
P0810,M2142,Europe,PC,95,1912,12,0,407
P1164,M1176,Europe,Android,64,1587,8,10,470
P0948,M1063,SEA,iOS,85,3186,16,7,525
P1025,M1564,North America,iOS,101,1507,6,12,523
P0205,M1988,India,iOS,69,2183,14,6,410
P0275,M0568,Europe,iOS,86,2266,11,5,374
P0219,M1855,Latin America,Android,42,2527,15,1,429
P0825,M0801,SEA,Android,97,1862,13,1,507
P0604,M0712,Latin America,Android,84,503,0,0,419
P0578,M2896,Europe,Android,86,1537,9,6,420
P0939,M2774,Europe,Android,66,80,0,13,323
P0942,M0977,SEA,Android,62,2232,13,7,374
P0325,M2249,Latin America,PC,60,469,0,9,379
P0598,M1372,Europe,Android,136,1844,10,6,559
P0072,M2035,Europe,Android,63,737,6,8,367
P1071,M1025,Europe,Android,83,405,0,3,424
P1177,M0325,SEA,Android,70,2768,16,3,402
P0032,M0678,Europe,Android,74,2743,19,0,387
P0193,M0880,SEA,PC,76,1160,7,9,377
P0221,M0546,SEA,iOS,69,2575,16,9,556
P0945,M1057,North America,iOS,29,893,3,10,478
P0016,M0152,SEA,PC,90,2352,14,9,453
P0587,M0718,North America,iOS,68,2721,14,11,502
P0536,M2502,Europe,Android,76,1853,13,1,298
P1151,M0334,North America,iOS,88,2114,15,11,356
P0786,M1114,SEA,iOS,55,1652,8,8,429
P0217,M2712,North America,Android,43,96,0,6,499
P0049,M1382,Latin America,Android,52,816,3,9,304
P0866,M2439,SEA,iOS,46,1939,10,8,382
P0326,M0933,India,Android,94,1634,9,16,282
P0125,M1349,Europe,iOS,106,2424,15,8,457
P0389,M0410,Latin America,iOS,88,2329,12,4,496
P1040,M2799,India,iOS,106,1342,8,17,443
P0506,M1184,Europe,Android,124,2020,13,9,395
P0923,M1027,India,iOS,63,1704,9,5,353
P0445,M2043,SEA,Android,20,1342,5,0,566
P0561,M2532,North America,iOS,97,21,0,9,344
P0108,M1568,India,Android,57,2624,16,4,469
P0636,M0055,SEA,Android,76,1962,11,8,386
P0621,M0653,SEA,Android,136,1551,8,9,465
P0262,M2720,North America,Android,86,1484,8,0,484
P0625,M2392,India,iOS,151,1333,9,14,403
P1131,M2635,India,Android,31,852,3,5,281
P0732,M2062,Latin America,Android,130,1046,4,0,455
P0526,M0482,Europe,iOS,86,1680,8,15,451
P0954,M1352,India,Android,108,1505,11,9,360
P0838,M0381,India,iOS,48,2980,17,7,358
P0832,M0666,SEA,Android,78,2668,16,6,343
P0554,M2416,SEA,Android,104,1977,10,0,620
P0739,M1352,SEA,Android,71,2056,10,15,516
P0252,M0595,Europe,iOS,110,2281,13,8,401
P0528,M1065,SEA,Android,38,1004,1,10,598
P1012,M1719,SEA,Android,125,1451,8,7,476
P0657,M2281,India,iOS,94,770,3,5,392
P1131,M2521,India,iOS,89,1805,11,7,339
P0362,M0448,Europe,Android,32,1051,6,12,355
P0048,M2093,SEA,Android,126,1860,10,0,459
P0238,M1068,India,iOS,82,771,3,11,313
P1000,M0867,North America,iOS,100,2848,17,9,294
P0027,M0349,India,Android,77,928,8,12,477
P0180,M2280,Europe,Android,97,1242,6,9,492
P0361,M2584,India,iOS,99,1142,6,7,431
P0174,M1902,SEA,Android,127,1729,8,8,297
P0920,M1729,North America,iOS,65,1828,8,6,401
P0330,M2512,Europe,Android,80,938,3,5,514
P0797,M2342,Europe,PC,123,3809,21,4,397
P0552,M0220,SEA,Android,75,461,0,0,468
P0708,M1594,North America,iOS,62,815,6,10,383
P0029,M1835,Europe,Android,127,1062,5,10,479
P0799,M0920,India,PC,82,1154,8,9,383
P1073,M0892,Latin America,Android,90,948,4,4,499
P0377,M0094,North America,iOS,20,1943,11,11,426
P0497,M2176,India,PC,98,133,0,0,387
P1176,M2893,India,iOS,145,3237,18,1,357
P0825,M1104,North America,iOS,70,2253,15,4,448
P0305,M1620,SEA,PC,93,2497,15,14,427
P0026,M0571,North America,iOS,82,3143,20,4,270
P0546,M2258,India,Android,34,1297,8,1,461
P0529,M2025,North America,Android,128,1678,9,6,498
P0357,M2909,SEA,PC,61,2785,17,6,418
P0252,M1746,Latin America,iOS,45,2785,16,3,474
P0628,M1431,SEA,iOS,101,1193,6,8,419
P0200,M1755,SEA,Android,80,400,1,6,310
P1021,M2752,Europe,iOS,76,2873,17,0,443
P0673,M2483,North America,Android,81,643,2,8,495
P0498,M2882,India,Android,127,1765,11,12,342
P0475,M0113,Europe,iOS,56,1631,10,11,430
P0268,M2768,North America,PC,132,2428,13,10,567
P0297,M1471,SEA,Android,67,1179,8,0,441
P1189,M2105,Europe,PC,97,1770,10,2,373
P0632,M0966,SEA,PC,91,1757,10,7,460
P1098,M1614,SEA,iOS,90,1389,8,18,415
P0818,M2818,SEA,Android,36,1771,9,20,527
P0935,M1546,North America,Android,46,2263,14,6,415
P0413,M2186,India,Android,98,1441,9,1,458
P0067,M1333,India,iOS,81,2061,13,6,350
P0076,M0269,SEA,iOS,60,1943,14,6,328
P0463,M0414,SEA,Android,67,3420,24,13,465
P0947,M0138,North America,Android,69,481,2,4,377
P0148,M0965,Latin America,Android,136,1921,10,0,304
P0364,M2262,Europe,Android,127,1155,6,5,404
P0777,M0321,India,Android,90,732,5,8,327
P0948,M1369,Europe,Android,101,2714,18,0,270
P0745,M0469,Latin America,Android,26,2266,13,2,442
P1172,M1097,Europe,Android,92,2464,16,9,413
P0564,M1465,North America,PC,80,957,6,11,353
P0895,M1078,India,Android,70,3550,20,10,594
P0704,M2939,SEA,PC,90,3903,25,0,413
P0749,M1323,North America,PC,33,2025,12,7,431
P0506,M2874,India,iOS,101,696,3,12,370
P0352,M1813,SEA,Android,138,1756,12,11,413
P1194,M2013,SEA,Android,44,1960,11,10,498
P0625,M2610,India,Android,93,3152,15,12,610
P0047,M2292,Europe,Android,78,2353,14,1,256
P0067,M0042,India,Android,45,1874,9,3,516
P1082,M0718,SEA,iOS,118,2146,12,5,387
P1152,M1596,SEA,PC,62,987,3,9,494
P0519,M1789,India,Android,136,1111,4,6,355
P0206,M2654,North America,PC,128,2037,11,7,286
P0304,M0616,India,Android,113,2188,13,6,396
P0929,M0976,India,Android,82,2963,19,10,331
P0889,M0816,North America,iOS,77,2208,11,16,548
P0182,M1499,SEA,Android,112,1186,5,8,544
P0792,M2582,Europe,iOS,144,1744,13,4,350
P0454,M2926,North America,iOS,60,2177,12,7,474
P0629,M1824,SEA,Android,96,464,2,10,321
P0759,M2078,India,Android,93,2390,14,8,522
P0849,M0662,Latin America,Android,40,747,0,10,475
P1012,M0416,North America,iOS,58,1444,4,9,509
P0791,M0753,Europe,Android,102,1342,7,1,561
P0969,M2106,North America,Android,61,1249,6,9,323
P1116,M2692,India,iOS,96,1281,7,10,461
P0466,M0604,Europe,Android,103,1088,6,2,408
P0084,M1390,SEA,iOS,127,617,4,5,380
P0706,M2537,SEA,Android,94,2112,11,5,441
P0041,M2072,Latin America,Android,63,513,4,13,454
P0450,M0185,India,PC,153,2161,13,11,451
P0743,M2485,SEA,Android,20,1849,12,3,393
P1069,M0182,India,Android,111,1888,11,2,412
P0038,M0096,India,PC,90,1480,5,6,473
P0116,M0203,North America,Android,121,1740,10,5,477
P0484,M1680,India,Android,114,1758,11,13,325
P0454,M1004,North America,Android,90,690,1,8,490
P0403,M1093,Europe,Android,31,1512,8,10,288
P0712,M1367,SEA,Android,144,2127,12,8,374
P1121,M0140,India,Android,93,1980,13,12,575
P0341,M2352,Europe,Android,104,1161,6,8,428
P0518,M1798,India,Android,97,1817,13,7,498
P0470,M1302,India,Android,91,3115,21,3,526
P0702,M1188,North America,iOS,72,540,2,3,467
P1068,M1751,Europe,iOS,114,1194,4,4,599
P0764,M2451,Europe,PC,128,88,0,8,243
P1153,M1359,Europe,Android,20,1810,8,7,495
P0981,M1292,Europe,iOS,104,1630,10,4,471
P0767,M0594,India,PC,80,748,2,8,378
P0706,M2614,Latin America,PC,88,3189,18,2,597
P0804,M1315,India,iOS,20,947,3,8,515
P0243,M1739,North America,PC,82,1863,12,13,272
P1156,M2024,SEA,iOS,102,1562,7,3,347
P0948,M2513,India,Android,86,2649,15,14,368
P0209,M1830,India,Android,99,2705,16,6,439
P0463,M1706,Europe,Android,36,685,0,6,508
P0896,M2077,SEA,iOS,30,2933,21,4,408
P0185,M1683,North America,Android,84,1453,9,9,425
P0391,M1835,SEA,PC,184,724,3,5,455
P0914,M2254,North America,iOS,111,1576,9,17,299
P0678,M1329,North America,iOS,74,2089,12,11,361
P0547,M2504,India,PC,93,692,3,0,535
P0068,M2973,North America,Android,74,2001,9,3,422
P0622,M1050,SEA,Android,81,3397,20,11,483
P0534,M1069,North America,iOS,108,1437,7,10,429
P1075,M0724,SEA,Android,150,1825,12,15,403
P0233,M0207,SEA,Android,29,368,2,12,415
P0323,M0728,India,Android,74,2643,14,7,500
P0297,M0657,North America,iOS,146,2629,13,7,513
P0804,M1268,India,iOS,20,1454,10,3,353
P1164,M1561,Europe,PC,50,1082,5,2,475
P0052,M2304,India,Android,97,1626,9,16,392
P1155,M2755,North America,Android,62,2092,13,5,422
P1197,M1225,North America,iOS,116,4147,26,5,539
P1065,M0049,North America,Android,78,2089,11,15,474
P0238,M2465,India,Android,114,1483,8,16,474
P0094,M0471,India,Android,32,1327,8,7,423
P1054,M1277,India,iOS,103,2090,10,8,412
P0484,M0723,SEA,iOS,20,1010,6,18,389
P0139,M0166,Latin America,PC,20,1931,10,0,351
P0275,M2337,India,Android,94,2660,17,6,448
P1044,M2167,India,iOS,71,2031,9,10,438
P0477,M0449,India,iOS,86,1363,9,12,250
P1044,M2617,India,Android,69,1396,8,3,307
P0035,M0705,SEA,PC,82,1561,12,8,437
P0905,M0475,Latin America,iOS,89,2135,11,14,439
P0613,M0660,India,iOS,92,1198,7,0,419
P0811,M1136,Europe,Android,41,2492,14,4,429
P0392,M2020,Europe,Android,104,613,2,3,367
P0687,M1519,Europe,Android,78,462,0,11,361
P0678,M2541,India,Android,102,768,3,6,531
P0834,M1702,India,iOS,116,1858,9,5,560
P0698,M0932,North America,Android,67,2972,19,1,440
P0598,M2925,SEA,Android,44,2648,15,1,491
P0822,M0446,SEA,iOS,120,2367,17,0,508
P0411,M0627,SEA,iOS,67,2700,15,6,491
P0054,M2670,India,iOS,100,3593,23,3,360
P0152,M1929,North America,Android,95,2459,13,5,350
P0226,M0271,India,Android,165,1318,8,3,440
P0647,M1567,Europe,PC,78,1214,6,2,457
P0745,M1642,Europe,Android,126,1603,6,9,382
P0505,M1758,India,PC,105,2396,15,10,438
P0746,M1732,North America,iOS,88,1797,11,10,489
P0769,M1293,Europe,PC,151,2453,15,9,365
P0954,M1680,Latin America,Android,89,213,3,9,391
P0170,M2520,North America,Android,99,2591,18,6,319
P0431,M1902,India,Android,78,1700,9,14,416
P0129,M2177,India,Android,111,1952,13,5,432
P0346,M0658,SEA,iOS,69,3085,15,9,384
P1100,M2962,SEA,iOS,49,1978,10,8,422
P0967,M0064,India,iOS,24,2852,16,4,488
P0289,M2630,Europe,Android,127,1593,9,6,426
P0679,M0870,Europe,PC,99,2462,13,6,439
P1084,M1948,India,Android,75,2196,13,12,374
P0818,M0416,India,PC,89,707,4,15,350
P1149,M0691,India,iOS,93,3111,21,2,338
P0886,M2869,Latin America,PC,44,2181,14,11,403
P0975,M1931,North America,iOS,25,933,5,2,432
P0229,M1623,India,PC,128,2710,15,9,463
P0635,M1676,Europe,iOS,59,2800,17,11,340
P1055,M1062,India,Android,181,2821,19,2,374
P0667,M0252,Europe,Android,20,1942,10,11,286
P0597,M0581,SEA,Android,81,1664,12,1,490
P0741,M2736,North America,Android,70,682,4,14,360
P0224,M2283,North America,Android,46,1583,6,7,498
P1140,M1009,North America,PC,68,3462,22,7,410
P0487,M2657,Europe,Android,79,2177,13,2,251
P0004,M1397,SEA,iOS,118,141,1,13,392
P0197,M2050,India,Android,46,1497,7,9,445
P1187,M0444,Latin America,PC,66,1356,7,3,465
P0315,M0709,Europe,PC,92,1292,7,12,479
P0454,M2286,Europe,Android,138,918,2,11,384
P0822,M0923,India,iOS,81,1301,9,3,405
P0457,M2987,India,Android,117,1112,4,11,411
P0794,M2702,North America,iOS,97,303,0,14,443
P1064,M0299,Europe,iOS,96,1690,9,10,501
P0603,M0484,India,iOS,20,2392,12,22,452
P1090,M1922,India,Android,153,1705,12,0,394
P0170,M0388,Europe,Android,65,1241,8,0,335
P0970,M2522,SEA,Android,94,2160,14,3,417
P0466,M2664,India,iOS,55,2461,17,4,520
P0153,M2936,Latin America,iOS,78,1007,5,0,337
P0550,M2398,SEA,Android,23,978,6,12,296
P0799,M0135,SEA,iOS,130,1207,8,14,418
P0865,M2853,India,Android,148,817,5,6,385
P0353,M2412,SEA,iOS,83,1748,9,8,449
P0705,M2149,North America,Android,40,1746,11,6,209
P0080,M2883,India,iOS,87,3082,18,0,430
P1165,M0122,India,Android,95,1230,5,4,440
P0734,M2571,Europe,iOS,133,970,5,6,455
P0645,M0478,India,iOS,51,3263,19,4,423
P0249,M1132,North America,PC,31,751,4,11,318
P0800,M0026,Europe,Android,112,1982,12,4,462
P0086,M2309,India,iOS,30,1813,12,0,417
P0440,M0268,India,PC,116,2006,11,5,477
P1184,M0070,North America,Android,49,1577,9,0,452
P0529,M2824,India,Android,58,2179,14,9,382
P0405,M1835,India,iOS,82,2252,18,10,336
P0017,M1046,India,Android,58,1602,11,11,415
P0208,M2905,Europe,Android,118,1475,7,2,658
P0459,M2126,SEA,Android,39,1074,5,0,459
P1084,M2719,India,PC,134,2420,12,7,441
P0394,M1004,Latin America,iOS,60,1612,10,7,410
P0505,M0572,India,Android,49,1170,5,7,345
P0400,M0283,Europe,Android,71,2301,15,0,502
